,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,issue_d,loan_status,pymnt_plan,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,new_term,int_rates_add_2pct
819,112059488,,4200,4200,4200,36 months,10.42,136.36,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,070xx,NJ,29.7,0,Nov-77,0,,92,12,1,14477,47.8,25,w,48 months,12.42000008
820,111987934,,30000,30000,30000,36 months,5.32,903.45,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,105xx,NY,17.39,0,Nov-82,0,,,16,0,25840,47.9,23,w,48 months,7.320000172
821,112435341,,4400,4400,4400,36 months,7.97,137.82,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,847xx,UT,22.46,0,Aug-92,0,68,,15,0,8624,41.1,27,w,48 months,9.96999979
822,111818264,,24000,24000,24000,36 months,11.99,797.03,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,230xx,VA,25.01,0,7-Aug,1,52,,19,0,6590,17.8,39,w,48 months,13.98999977
823,112169797,,2400,2400,2400,36 months,13.59,81.55,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,8.68,2,2-Nov,1,6,,12,0,4846,42.9,15,w,48 months,15.59000015
824,112150510,,4000,4000,4000,36 months,18.06,144.74,D,D2,17-Jun,Current,n,,car,Car financing,495xx,MI,8.85,0,Aug-95,1,60,32,25,5,2139,44.6,40,w,48 months,20.05999947
825,111812016,,7500,7500,7500,36 months,10.91,245.23,B,B4,17-Jun,Current,n,,home_improvement,Home improvement,701xx,LA,18.64,0,3-Jul,0,56,,8,0,168,3,28,w,48 months,12.90999985
826,112105987,,4500,4500,4500,36 months,7.97,140.96,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,13.78,0,3-Jul,0,44,,14,0,7455,28.3,32,w,48 months,9.96999979
827,111976268,,35000,35000,35000,36 months,9.93,1128.21,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,786xx,TX,19.84,0,Jul-94,0,,,11,0,71087,70,25,w,48 months,11.93000031
828,111495858,,7000,7000,7000,36 months,7.07,216.37,A,A2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,114xx,NY,9.48,0,10-Nov,0,,,9,0,10653,22.9,17,w,48 months,9.070000172
829,111918064,,6000,6000,6000,36 months,12.62,201.07,C,C1,17-Jun,Current,n,,home_improvement,Home improvement,540xx,WI,18.84,0,10-Jun,0,,,16,0,25208,67.6,25,w,48 months,14.61999989
830,111986164,,6800,6800,6800,36 months,19.03,249.37,D,D3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,347xx,FL,32.31,0,Jul-88,2,50,,18,0,14698,45.2,29,f,48 months,21.03000069
831,112369375,,10000,10000,10000,36 months,10.42,324.65,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,112xx,NY,5.69,0,10-Dec,0,,,10,0,9783,35.8,13,w,48 months,12.42000008
832,112436254,,3000,3000,3000,36 months,13.59,101.94,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,750xx,TX,17.43,2,12-Oct,0,7,,8,0,2324,10.8,9,w,48 months,15.59000015
833,112436232,,1200,1200,1200,36 months,23.88,47.01,E,E2,17-Jun,Current,n,,other,Other,600xx,IL,21.8,0,8-Mar,1,,98,6,1,663,5.7,10,w,48 months,25.87999916
834,112073267,,2100,2100,2100,36 months,21.45,79.61,D,D5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,537xx,WI,27.23,0,Dec-79,1,41,,14,0,18237,72.1,30,w,48 months,23.45000076
835,112436202,,10000,10000,10000,36 months,10.42,324.65,B,B3,17-Jun,Current,n,,major_purchase,Major purchase,330xx,FL,9.86,1,5-Nov,0,0,,5,0,1631,16.1,9,w,48 months,12.42000008
836,111789078,,34900,34900,34900,36 months,16.02,1227.33,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,945xx,CA,26.76,0,6-Jun,0,56,,18,0,22252,47.6,23,w,48 months,18.02000046
837,111651894,,9500,9500,9500,36 months,11.99,315.5,B,B5,17-Jun,Late (31-120 days),n,,debt_consolidation,Debt consolidation,925xx,CA,13.55,1,8-Apr,2,17,,15,0,5926,17.1,26,w,48 months,13.98999977
838,112027077,,16000,16000,16000,36 months,9.44,512.08,B,B1,17-Jun,Late (16-30 days),n,,debt_consolidation,Debt consolidation,322xx,FL,22.22,0,Dec-98,0,,,5,0,5019,40.5,15,w,48 months,11.43999958
839,110945933,,24000,24000,24000,36 months,10.42,779.16,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,773xx,TX,15.32,0,Oct-92,2,,,16,0,20409,64.4,30,w,48 months,12.42000008
840,112063660,,5000,5000,5000,36 months,10.42,162.33,B,B3,17-Jun,Current,n,,credit_card,Credit card refinancing,598xx,MT,27.01,0,2-Mar,1,,,8,0,11672,58.1,14,w,48 months,12.42000008
841,111511824,,5000,5000,5000,36 months,9.93,161.18,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,378xx,TN,16.49,0,7-Feb,0,,,3,0,3558,67.1,8,w,48 months,11.93000031
842,111967395,,5500,5500,5500,36 months,10.42,178.56,B,B3,17-Jun,Current,n,,other,Other,815xx,CO,13.64,0,Jan-85,1,,78,11,1,5081,13,31,w,48 months,12.42000008
843,111976784,,18000,18000,18000,36 months,10.42,584.37,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,027xx,MA,22.9,0,7-May,0,49,,12,0,27305,39.9,22,w,48 months,12.42000008
844,112319278,,10000,10000,10000,36 months,21.45,379.07,D,D5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,852xx,AZ,27.22,0,4-Nov,1,,89,9,2,2754,13.8,30,w,48 months,23.45000076
845,111947433,,6400,6400,6400,36 months,20,237.85,D,D4,17-Jun,Current,n,,medical,Medical expenses,285xx,NC,19.84,0,7-Mar,0,,,10,0,2535,47.8,17,w,48 months,22
846,111827734,,8000,8000,8000,36 months,11.99,265.68,B,B5,17-Jun,Current,n,,home_improvement,Home improvement,328xx,FL,18.33,0,7-Aug,1,,,10,0,4563,10.9,17,w,48 months,13.98999977
847,112209661,,10000,10000,10000,36 months,7.21,309.74,A,A3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,543xx,WI,12.23,0,2-Sep,0,46,57,6,3,9215,39.2,14,w,48 months,9.210000038
848,111732718,,9500,9500,9500,36 months,11.99,315.5,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,717xx,AR,19.44,0,4-Aug,0,26,,5,0,11678,53.8,17,w,48 months,13.98999977
849,111026310,,3700,3700,3700,36 months,5.32,111.43,A,A1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,8.25,0,5-Sep,1,,,12,0,1880,9,15,w,48 months,7.320000172
850,111421386,,10000,10000,10000,36 months,15.05,346.9,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,799xx,TX,47.63,0,11-Nov,0,34,,9,0,5025,42.9,19,w,48 months,17.05000019
851,111630913,,9600,9600,9600,36 months,11.99,318.82,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,346xx,FL,15.94,1,6-May,0,5,,12,0,12748,64.1,17,w,48 months,13.98999977
852,112359813,,12000,12000,12000,36 months,12.62,402.14,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,180xx,PA,18.43,0,12-Jul,0,,,13,0,21723,49.6,16,w,48 months,14.61999989
853,112146344,,25000,25000,25000,36 months,15.05,867.25,C,C4,17-Jun,Current,n,,credit_card,Credit card refinancing,606xx,IL,13.68,0,13-Sep,0,,,14,0,13816,37.5,16,w,48 months,17.05000019
854,111978460,,35000,35000,35000,36 months,29.69,1479.87,F,F2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,206xx,MD,26.61,0,2-Sep,0,30,,13,0,17750,84.9,27,f,48 months,31.69000053
855,112149236,,10000,10000,10000,36 months,9.93,322.35,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,946xx,CA,29.01,0,3-Dec,0,,,14,0,17030,52.7,24,w,48 months,11.93000031
856,111449394,,20000,20000,20000,36 months,16.02,703.34,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,480xx,MI,13.79,0,4-Sep,0,,30,7,1,8501,48.3,11,w,48 months,18.02000046
857,112041864,,12000,12000,12000,36 months,7.07,370.91,A,A2,17-Jun,Current,n,,home_improvement,Home improvement,125xx,NY,26.67,0,1-May,1,45,,12,0,159499,95,21,w,48 months,9.070000172
858,112081518,,18000,18000,18000,36 months,9.93,580.22,B,B2,17-Jun,Current,n,,home_improvement,Home improvement,300xx,GA,24.83,2,Oct-98,1,4,,17,0,15848,39.7,44,w,48 months,11.93000031
859,110919583,,5000,5000,5000,36 months,16.02,175.84,C,C5,17-Jun,Current,n,,other,Other,907xx,CA,16.34,0,2-Oct,0,,70,17,2,13794,21.1,21,w,48 months,18.02000046
860,111694581,,8000,8000,8000,36 months,15.05,277.52,C,C4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,295xx,SC,18.92,0,Oct-77,1,33,3,11,3,8754,34.3,19,w,48 months,17.05000019
861,111772950,,5000,5000,5000,36 months,7.07,154.55,A,A2,17-Jun,Current,n,,home_improvement,Home improvement,331xx,FL,17.41,0,Jun-99,0,,109,14,1,10916,33.5,21,w,48 months,9.070000172
862,112152826,,3000,3000,3000,36 months,9.93,96.71,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,330xx,FL,25.03,0,7-Jan,0,39,113,14,1,5660,24.5,21,w,48 months,11.93000031
863,112105173,,6025,6025,6025,36 months,11.99,200.09,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,021xx,MA,15.21,0,10-Aug,0,24,,9,0,3209,94.4,13,w,48 months,13.98999977
864,111798492,,4200,4200,4200,36 months,10.42,136.36,B,B3,17-Jun,Current,n,,home_improvement,Home improvement,310xx,GA,24.26,1,May-99,0,10,,5,0,3702,63.8,25,w,48 months,12.42000008
865,111778225,,2200,2200,2200,36 months,9.93,70.92,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,532xx,WI,19.68,0,10-Jun,0,,83,17,1,13072,41,24,w,48 months,11.93000031
866,111425221,,2200,2200,2200,36 months,11.99,73.07,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,657xx,MO,26.26,0,1-Feb,1,,77,7,1,3331,35.1,24,w,48 months,13.98999977
867,112055379,,6000,6000,6000,36 months,12.62,201.07,C,C1,17-Jun,Current,n,,medical,Medical expenses,945xx,CA,21.27,0,7-Mar,0,24,,6,0,6243,59.5,23,w,48 months,14.61999989
868,112389800,,5000,5000,5000,36 months,5.32,150.58,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,760xx,TX,21.41,0,3-Aug,0,,,22,0,6322,7.7,37,w,48 months,7.320000172
869,111925257,,3000,3000,3000,36 months,10.42,97.4,B,B3,17-Jun,Current,n,,other,Other,440xx,OH,19.21,0,4-Jul,0,,,5,0,5133,45.4,8,w,48 months,12.42000008
870,111754543,,16000,16000,16000,36 months,10.91,523.14,B,B4,17-Jun,Current,n,,credit_card,Credit card refinancing,112xx,NY,23.94,1,9-Feb,1,8,,13,0,10010,41.4,16,w,48 months,12.90999985
871,112428771,,10000,10000,10000,36 months,14.08,342.17,C,C3,17-Jun,Current,n,,credit_card,Credit card refinancing,071xx,NJ,16.22,0,10-Sep,0,,,17,0,5942,65.3,17,w,48 months,16.07999992
872,111709353,,18000,18000,18000,36 months,9.93,580.22,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,040xx,ME,52.34,1,Aug-93,0,5,,10,0,16669,85.5,23,w,48 months,11.93000031
873,112152181,,10000,10000,10000,36 months,5.32,301.15,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,351xx,AL,14.23,0,Sep-99,0,,97,20,1,12602,32.9,39,w,48 months,7.320000172
874,112083765,,6400,6400,6400,36 months,11.99,212.55,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,712xx,LA,9.61,0,12-May,2,,,8,0,7324,66,9,w,48 months,13.98999977
875,112279837,,16475,16475,16475,36 months,11.99,547.13,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,198xx,DE,4.33,0,Mar-84,0,,67,6,1,2356,73.6,28,w,48 months,13.98999977
876,111818030,,9025,9025,9025,36 months,25.82,362.76,E,E4,17-Jun,Late (31-120 days),n,,home_improvement,Home improvement,117xx,NY,18.33,1,5-Sep,0,15,,10,0,17530,89.4,29,w,48 months,27.81999969
877,111570165,,7000,7000,7000,36 months,9.44,224.04,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,995xx,AK,20.47,0,7-Mar,0,,,16,0,10959,32,19,w,48 months,11.43999958
878,111778779,,10000,10000,10000,36 months,10.91,326.97,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,109xx,NY,12.04,0,Mar-99,1,43,34,19,1,9721,21.8,24,w,48 months,12.90999985
879,111997856,,12000,12000,12000,36 months,9.44,384.06,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,201xx,VA,15.92,0,May-89,1,,83,8,1,24303,85,18,w,48 months,11.43999958
880,112435335,,35000,35000,35000,36 months,18.06,1266.39,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,960xx,CA,14.13,0,8-Aug,0,,,26,0,22165,61.9,51,w,48 months,20.05999947
881,112433978,,32000,32000,32000,36 months,9.93,1031.5,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,495xx,MI,17.03,0,2-Feb,0,55,,17,0,23944,43.9,49,w,48 months,11.93000031
882,112435174,,7500,7500,7500,36 months,11.99,249.08,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,722xx,AR,13.57,0,12-Jun,1,,,11,0,15725,42,16,w,48 months,13.98999977
883,110090110,,38400,38400,38400,36 months,11.99,1275.25,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,322xx,FL,17.88,1,6-Aug,0,16,,17,0,31443,63.4,27,w,48 months,13.98999977
884,109730880,,30000,30000,30000,36 months,10.91,980.89,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,442xx,OH,33.1,0,Jul-82,0,,,13,0,36519,57.2,17,w,48 months,12.90999985
885,112040579,,7200,7200,7200,36 months,7.97,225.53,A,A5,17-Jun,Current,n,,other,Other,287xx,NC,13.48,2,6-Oct,0,10,,8,0,2189,22.3,12,w,48 months,9.96999979
886,112437226,,15000,15000,15000,36 months,16.02,527.51,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,891xx,NV,16.62,0,6-Feb,0,36,,23,0,31195,39.6,38,w,48 months,18.02000046
887,112153275,,6500,6500,6500,36 months,19.03,238.37,D,D3,17-Jun,Current,n,,major_purchase,Major purchase,080xx,NJ,8.25,0,1-Nov,0,62,,10,0,11090,81.5,15,w,48 months,21.03000069
888,112079792,,18000,18000,18000,36 months,7.97,563.81,A,A5,17-Jun,Current,n,,home_improvement,Home improvement,705xx,LA,22.34,1,3-Jun,1,18,,14,0,13170,45.1,28,w,48 months,9.96999979
889,111773574,,4200,4200,4200,36 months,19.03,154.02,D,D3,17-Jun,Current,n,,major_purchase,Major purchase,112xx,NY,9.21,1,Nov-00,1,21,,5,0,3051,31.1,18,w,48 months,21.03000069
890,112229789,,11400,11400,11400,36 months,10.91,372.74,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,240xx,VA,28.61,0,3-Sep,2,,52,10,1,4603,32.9,29,w,48 months,12.90999985
891,109072529,,2500,2500,2500,36 months,7.97,78.31,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,934xx,CA,23.94,0,Apr-98,1,,,5,0,4508,27.8,25,w,48 months,9.96999979
892,112433031,,2000,2000,2000,36 months,14.08,68.44,C,C3,17-Jun,Current,n,,car,Car financing,891xx,NV,7.84,0,9-Oct,0,,,5,0,8879,65.8,6,w,48 months,16.07999992
893,111817428,,16000,16000,16000,36 months,12.62,536.18,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,941xx,CA,15.53,0,Oct-00,0,,,2,0,15755,101.6,4,w,48 months,14.61999989
894,112169724,,20000,20000,20000,36 months,7.97,626.46,A,A5,17-Jun,Current,n,,other,Other,380xx,TN,17.73,0,Jul-86,0,73,57,6,1,18424,89.4,18,w,48 months,9.96999979
895,110690428,,24000,24000,24000,36 months,16.02,844.01,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,31.56,1,Feb-99,0,20,,20,0,20648,49.5,49,w,48 months,18.02000046
896,111885729,,1000,1000,1000,36 months,23.88,39.17,E,E2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,086xx,NJ,19.52,0,4-Jul,0,76,,9,0,26967,90.5,24,w,48 months,25.87999916
897,111828051,,14950,14950,14950,36 months,25.82,600.92,E,E4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,596xx,MT,34.31,0,3-Mar,0,,,10,0,7412,59.8,20,w,48 months,27.81999969
898,111798720,,15000,15000,15000,36 months,11.99,498.15,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,310xx,GA,6.62,0,9-Sep,1,,,6,0,9792,71.5,23,w,48 months,13.98999977
899,111848689,,4000,4000,4000,36 months,9.44,128.02,B,B1,17-Jun,Current,n,,home_improvement,Home improvement,945xx,CA,18.24,0,Nov-85,1,,115,13,1,976,3.8,36,w,48 months,11.43999958
900,111839497,,32000,32000,32000,36 months,7.21,991.15,A,A3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,933xx,CA,18.99,0,5-Jun,0,,,16,0,18194,31.2,32,w,48 months,9.210000038
901,112428949,,3900,3900,3900,36 months,10.42,126.62,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,786xx,TX,23.22,0,2-Apr,1,31,,10,0,4927,36.5,35,w,48 months,12.42000008
902,112159648,,4000,4000,4000,36 months,10.91,130.79,B,B4,17-Jun,Current,n,,home_improvement,Home improvement,985xx,WA,23.44,2,Sep-96,0,5,,7,0,6246,78.1,28,w,48 months,12.90999985
903,112189781,,20000,20000,20000,36 months,7.97,626.46,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,530xx,WI,29.88,0,1-Aug,0,,,15,0,17320,42.6,29,w,48 months,9.96999979
904,112036147,,8400,8400,8400,36 months,9.93,270.77,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,802xx,CO,23.46,0,Jul-96,0,,110,12,1,5552,34.9,15,w,48 months,11.93000031
905,111610846,,1200,1200,1200,36 months,10.42,38.96,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,954xx,CA,34.5,0,Dec-00,0,,,4,0,9104,65,11,w,48 months,12.42000008
906,111985320,,35000,35000,35000,36 months,16.02,1230.85,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,100xx,NY,4.69,1,Nov-00,0,20,,3,0,6585,86.6,10,w,48 months,18.02000046
907,112339591,,7000,7000,7000,36 months,9.93,225.65,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,333xx,FL,12.4,0,5-Jan,0,36,,9,0,7361,63.5,18,w,48 months,11.93000031
908,112259753,,9600,9600,9600,36 months,5.32,289.11,A,A1,17-Jun,Current,n,,vacation,Vacation,180xx,PA,13.31,0,Nov-95,0,59,,7,0,4191,21.6,22,w,48 months,7.320000172
909,112029890,,16500,16500,16500,36 months,12.62,552.94,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,926xx,CA,19.3,0,9-May,0,,,6,0,11676,75.3,9,w,48 months,14.61999989
910,112116744,,7200,7200,7200,36 months,21.45,272.93,D,D5,17-Jun,Late (31-120 days),n,,debt_consolidation,Debt consolidation,104xx,NY,3.24,0,12-Apr,2,,,8,0,175,1,9,f,48 months,23.45000076
911,112148655,,20000,20000,20000,36 months,7.07,618.19,A,A2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,841xx,UT,23.33,0,1-Nov,0,,,20,0,33954,37.7,31,w,48 months,9.070000172
912,112433823,,5000,5000,5000,36 months,10.42,162.33,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,104xx,NY,5.66,0,6-Oct,2,27,,11,0,3403,21.7,21,w,48 months,12.42000008
913,112219924,,6000,6000,6000,36 months,10.91,196.18,B,B4,17-Jun,Current,n,,home_improvement,Home improvement,765xx,TX,21.53,0,8-Feb,0,,,14,0,7220,31.1,22,w,48 months,12.90999985
914,112436311,,7500,7500,7500,36 months,5.32,225.87,A,A1,17-Jun,Current,n,,medical,Medical expenses,640xx,MO,16.6,0,Mar-00,1,,84,16,1,7572,28,32,w,48 months,7.320000172
915,110792756,,20000,20000,20000,36 months,14.08,684.33,C,C3,17-Jun,Current,n,,credit_card,Credit card refinancing,857xx,AZ,15.23,0,11-Oct,0,,,10,0,21617,45.5,15,w,48 months,16.07999992
916,111988864,,10000,10000,10000,36 months,11.99,332.1,B,B5,17-Jun,Current,n,,credit_card,Credit card refinancing,108xx,NY,29.96,0,12-May,0,,,15,0,8409,42,16,w,48 months,13.98999977
917,112369410,,3000,3000,3000,36 months,9.44,96.02,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,32.27,0,Oct-65,0,,,21,0,15526,38.7,34,w,48 months,11.43999958
918,111070903,,3900,3900,3900,36 months,16.02,137.16,C,C5,17-Jun,Current,n,,credit_card,Credit card refinancing,945xx,CA,15.17,0,3-Jul,1,,,15,0,17086,35.3,20,w,48 months,18.02000046
919,111806600,,2000,2000,2000,36 months,10.42,64.93,B,B3,17-Jun,Current,n,,car,Car financing,941xx,CA,11.47,3,3-Aug,0,9,,9,0,3369,48.1,20,w,48 months,12.42000008
920,112432953,,5000,5000,5000,36 months,5.32,150.58,A,A1,17-Jun,Current,n,,credit_card,Credit card refinancing,941xx,CA,10.22,0,Feb-88,0,,,17,0,43552,18.3,26,w,48 months,7.320000172
921,112055177,,10000,10000,10000,36 months,7.21,309.74,A,A3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,431xx,OH,14.63,0,10-Aug,0,,,6,0,1525,43.6,18,w,48 months,9.210000038
922,112022799,,10000,10000,10000,36 months,9.93,322.35,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,900xx,CA,9.44,0,11-Aug,2,,,9,0,15081,20,12,w,48 months,11.93000031
923,112084808,,10000,10000,10000,36 months,10.42,324.65,B,B3,17-Jun,Current,n,,home_improvement,Home improvement,492xx,MI,12.93,0,Mar-90,1,,,8,0,2383,18.3,17,w,48 months,12.42000008
924,111966177,,20000,20000,20000,36 months,9.93,644.69,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,926xx,CA,15.62,0,5-Jul,1,,,11,0,21789,65,17,w,48 months,11.93000031
925,111937716,,35000,35000,35000,36 months,16.02,1230.85,C,C5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,114xx,NY,17.62,0,1-Jan,0,49,,17,0,38948,85.8,38,w,48 months,18.02000046
926,111673279,,10000,10000,10000,36 months,10.91,326.97,B,B4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,108xx,NY,15.5,1,2-Apr,0,20,32,8,1,4388,55.5,14,w,48 months,12.90999985
927,112007907,,4000,4000,4000,36 months,9.93,128.94,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,328xx,FL,28.12,0,7-Jan,0,,98,13,1,11754,34.1,21,w,48 months,11.93000031
928,112119513,,12000,12000,12000,36 months,18.06,434.2,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,085xx,NJ,24.42,0,11-Jan,1,,84,9,1,11491,33.5,13,w,48 months,20.05999947
929,111073752,,35000,35000,35000,36 months,14.08,1197.58,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,606xx,IL,22.32,7,2-Feb,3,9,,26,0,32577,59.2,40,w,48 months,16.07999992
930,112189601,,2400,2400,2400,36 months,18.06,86.84,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,430xx,OH,12.38,0,13-Jun,2,,,6,0,1454,39.3,12,w,48 months,20.05999947
931,111618650,,7200,7200,7200,36 months,10.42,233.75,B,B3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,270xx,NC,17.9,0,6-Dec,0,,,9,0,9608,48.5,19,w,48 months,12.42000008
932,111674570,,30000,30000,30000,36 months,11.99,996.29,B,B5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,234xx,VA,9.68,0,2-Feb,0,27,,9,0,15446,71.2,11,w,48 months,13.98999977
933,112428620,,25000,25000,25000,36 months,7.35,775.94,A,A4,17-Jun,Current,n,,credit_card,Credit card refinancing,752xx,TX,10.06,0,2-Aug,0,,,23,0,24716,30.4,53,w,48 months,9.349999905
934,112035881,,11600,11600,11600,36 months,10.91,379.28,B,B4,17-Jun,Current,n,,medical,Medical expenses,836xx,ID,14.3,0,Jul-95,1,46,,9,0,2131,19.4,24,w,48 months,12.90999985
935,110152579,,8450,8450,8450,36 months,18.06,305.75,D,D2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,225xx,VA,24.2,1,Sep-97,0,21,,8,0,9398,61.8,24,w,48 months,20.05999947
936,112147180,,30000,30000,30000,36 months,12.62,1005.34,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,225xx,VA,21.06,0,Jul-94,0,52,,16,0,23061,83.9,35,w,48 months,14.61999989
937,112049106,,4350,4350,4350,36 months,13.59,147.81,C,C2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,272xx,NC,31.17,2,Nov-90,1,16,,12,0,2731,36.9,22,w,48 months,15.59000015
938,112433691,,15000,15000,15000,36 months,20,557.46,D,D4,17-Jun,Current,n,,debt_consolidation,Debt consolidation,782xx,TX,19.76,0,10-Dec,0,54,,7,0,10710,61.9,11,w,48 months,22
939,111622087,,3000,3000,3000,36 months,9.93,96.71,B,B2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,370xx,TN,9.25,0,10-Jul,1,,,9,0,2227,10.3,10,w,48 months,11.93000031
940,111835585,,18000,18000,18000,36 months,9.93,580.22,B,B2,17-Jun,Current,n,,credit_card,Credit card refinancing,038xx,NH,22.26,2,Aug-94,0,6,,6,0,16004,87,13,w,48 months,11.93000031
941,111075550,,8000,8000,8000,36 months,9.44,256.04,B,B1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,293xx,SC,65.01,0,Sep-86,0,,70,13,2,7326,33.3,21,w,48 months,11.43999958
942,112133443,,6000,6000,6000,36 months,9.44,192.03,B,B1,17-Jun,Late (31-120 days),n,,debt_consolidation,Debt consolidation,346xx,FL,0.43,0,6-Nov,1,,,6,0,3240,16.5,7,w,48 months,11.43999958
943,112118192,,10000,10000,10000,36 months,7.97,313.23,A,A5,17-Jun,Current,n,,debt_consolidation,Debt consolidation,775xx,TX,17.82,0,Aug-87,0,,,15,0,10786,70.5,21,w,48 months,9.96999979
944,110887979,,26875,26875,26875,36 months,29.69,1136.33,F,F2,17-Jun,Current,n,,debt_consolidation,Debt consolidation,117xx,NY,13.13,0,1-Oct,2,,,13,0,30585,55.1,16,f,48 months,31.69000053
945,110488731,,24000,24000,24000,36 months,14.08,821.2,C,C3,17-Jun,Current,n,,debt_consolidation,Debt consolidation,660xx,KS,8.9,2,5-Mar,2,19,,13,0,2679,31.9,38,w,48 months,16.07999992
946,111885714,,4000,4000,4000,36 months,12.62,134.05,C,C1,17-Jun,Current,n,,debt_consolidation,Debt consolidation,557xx,MN,33.76,2,3-Sep,0,7,,7,0,847,84.7,28,w,48 months,14.61999989
